Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
519,Forza Horizon Ultra,PS3,2019.0,Racing,Take-Two Interactive,0.36,0.49,0.19,0.38,1.42
520,Red Dead Redemption Ultra,PS5,2023.0,Shooter,Activision,1.61,0.05,0.26,0.03,1.95
521,Halo Origins,X360,2019.0,Adventure,Electronic Arts,0.32,0.08,0.15,0.24,0.79
522,FIFA Soccer V,PC,2019.0,Racing,Take-Two Interactive,0.12,1.16,1.02,0.88,3.18
523,Cyberpunk 2022,XSX,2016.0,Sports,Nintendo,0.67,0.53,0.43,0.08,1.71
524,The Legend of Zelda 2022,PS3,2019.0,Sports,Electronic Arts,0.2,0.05,0.11,0.06,0.42
525,Red Dead Redemption 2023,XOne,2016.0,Role-Playing,Sony Computer Entertainment,0.52,0.74,0.02,0.29,1.57
526,Halo Ultra,PC,2019.0,Role-Playing,Electronic Arts,0.85,0.17,0.38,0.08,1.48
527,Cyberpunk Infinite,X360,2018.0,Role-Playing,Nintendo,1.55,0.51,0.08,0.24,2.38
528,Call of Duty 2024,X360,2018.0,Racing,Nintendo,2.01,1.32,0.11,0.0,3.44
529,Call of Duty Remastered,PS4,2020.0,Role-Playing,Ubisoft,1.11,0.78,0.04,0.94,2.87
530,Forza Horizon V,XOne,2018.0,Sports,Take-Two Interactive,1.09,0.19,0.3,0.64,2.22
531,Minecraft Infinite,Switch,2020.0,Racing,Nintendo,0.37,0.29,1.22,0.26,2.14
532,Red Dead Redemption 2023,XSX,2023.0,Racing,Nintendo,2.24,0.16,0.89,0.06,3.35
533,Grand Theft Auto Origins,PS4,2016.0,Adventure,Ubisoft,1.49,0.21,0.02,0.09,1.81
534,Forza Horizon 2022,PS3,2022.0,Shooter,Nintendo,0.96,1.73,0.05,0.23,2.97
535,Call of Duty 2024,PS4,2015.0,Role-Playing,Activision,1.29,0.87,0.01,0.11,2.28
536,FIFA Soccer Infinite,PS3,2023.0,Action,Sony Computer Entertainment,1.76,1.6,0.18,0.16,3.7
537,Minecraft 2022,PC,2016.0,Sports,Electronic Arts,0.72,0.06,0.24,0.13,1.15
538,Halo V,Switch,2019.0,Role-Playing,Sony Computer Entertainment,0.57,0.56,0.55,0.26,1.94
539,Grand Theft Auto Remastered,XSX,,Role-Playing,Nintendo,0.01,0.06,0.14,0.43,0.64
540,God of War Origins,X360,2020.0,Racing,Activision,0.48,0.98,0.22,0.03,1.71
541,The Legend of Zelda 2022,PS4,2023.0,Action,Ubisoft,0.23,0.43,0.82,0.15,1.63
542,Cyberpunk 2022,PC,2015.0,Racing,Nintendo,4.75,0.23,0.21,0.6,5.79
543,Red Dead Redemption Infinite,PS3,2018.0,Platform,Sony Computer Entertainment,0.87,1.77,0.09,0.16,2.89
544,Mario Kart Ultra,PS4,2017.0,Action,Ubisoft,1.89,0.4,0.18,0.33,2.8
545,Grand Theft Auto Remastered,XSX,2019.0,Racing,Activision,0.7,1.0,0.15,0.07,1.92
546,FIFA Soccer 2024,XOne,2018.0,Adventure,Take-Two Interactive,1.71,0.02,0.23,0.29,2.25
547,FIFA Soccer Origins,PC,2021.0,Shooter,Electronic Arts,0.57,0.15,1.14,0.48,2.34
548,God of War Remastered,XOne,2016.0,Platform,,0.1,0.88,0.04,0.48,1.5
549,Call of Duty Infinite,PS3,2022.0,Role-Playing,Electronic Arts,0.45,0.58,0.48,0.1,1.61
550,Call of Duty 2023,X360,2021.0,Shooter,Nintendo,0.79,0.47,1.02,0.21,2.49
551,FIFA Soccer Remastered,PS3,2016.0,Platform,Take-Two Interactive,0.51,0.08,0.18,0.13,0.9
552,Mario Kart 2024,PS5,2018.0,Racing,Take-Two Interactive,2.0,0.31,0.66,0.04,3.01
553,Grand Theft Auto Origins,PC,2022.0,Adventure,,0.16,1.1,0.01,0.74,2.01
554,Red Dead Redemption Remastered,X360,2015.0,Sports,Activision,0.3,0.91,0.38,0.23,1.82
555,Minecraft 2023,PC,2017.0,Racing,Activision,0.26,1.47,0.01,0.46,2.2
556,Minecraft V,PS5,2015.0,Shooter,Nintendo,1.07,0.63,0.04,0.09,1.83
557,The Legend of Zelda Ultra,PS5,2017.0,Action,Nintendo,0.17,1.61,0.62,0.14,2.54
558,Minecraft 2024,X360,2022.0,Role-Playing,Electronic Arts,0.11,1.1,0.0,0.26,1.47
559,Call of Duty 2022,PS5,2018.0,Action,Ubisoft,0.28,0.15,0.6,0.15,1.18
560,Red Dead Redemption 2023,XSX,2021.0,Racing,Sony Computer Entertainment,4.81,0.2,0.33,0.24,5.58
561,Cyberpunk V,PS3,2017.0,Racing,Nintendo,0.33,0.58,0.38,0.05,1.34
562,Mario Kart Ultra,X360,2021.0,Shooter,Ubisoft,0.39,2.12,0.04,0.26,2.81
563,Red Dead Redemption Infinite,X360,2020.0,Action,Ubisoft,1.35,0.09,0.45,0.41,2.3
564,Red Dead Redemption 2022,Switch,2018.0,Racing,Electronic Arts,0.34,1.32,0.09,0.43,2.18
565,Mario Kart Infinite,PS3,2016.0,Sports,Activision,0.27,0.09,0.26,0.17,0.79
566,Pokemon Origins,X360,2021.0,Role-Playing,Ubisoft,1.94,0.79,0.02,0.03,2.78
567,Forza Horizon Infinite,Switch,2019.0,Shooter,Take-Two Interactive,3.15,0.75,0.54,0.31,4.75
568,Minecraft Origins,PS5,2017.0,Shooter,Sony Computer Entertainment,1.71,0.74,0.32,1.58,4.35
569,Halo Infinite,PC,2018.0,Platform,Activision,1.9,0.83,0.31,0.03,3.07
570,God of War 2024,PC,2017.0,Role-Playing,Nintendo,0.11,0.05,0.27,0.44,0.87
571,Minecraft Origins,X360,2018.0,Sports,Activision,0.82,0.05,1.08,0.11,2.06
572,The Legend of Zelda Origins,PS5,2022.0,Platform,Sony Computer Entertainment,0.46,0.88,0.03,0.0,1.37
573,Cyberpunk Ultra,X360,2016.0,Shooter,Ubisoft,1.22,1.38,0.08,0.14,2.82
574,Cyberpunk 2022,Switch,2019.0,Adventure,Take-Two Interactive,0.32,0.8,0.01,0.32,1.45
575,FIFA Soccer 2022,Switch,2020.0,Action,Take-Two Interactive,0.23,0.17,0.06,0.01,0.47
576,Minecraft Remastered,PS3,,Platform,Take-Two Interactive,0.44,0.34,0.27,0.08,1.13
577,Pokemon Remastered,XSX,2019.0,Adventure,Ubisoft,2.46,0.94,0.1,0.3,3.8
578,Pokemon 2022,X360,2018.0,Sports,Activision,0.46,0.32,0.28,0.1,1.16
579,FIFA Soccer Infinite,PS5,2019.0,Role-Playing,Take-Two Interactive,0.76,2.4,0.11,0.0,3.27
580,God of War Infinite,XOne,2022.0,Platform,Nintendo,0.3,0.55,0.74,0.06,1.65
581,Red Dead Redemption Remastered,PS3,2017.0,Shooter,Electronic Arts,0.29,0.14,0.35,0.23,1.01
582,Pokemon Origins,XOne,2016.0,Racing,Activision,4.54,1.89,0.02,0.45,6.9
583,Call of Duty 2023,PS4,2023.0,Racing,Activision,1.05,0.2,0.24,0.29,1.78
584,Red Dead Redemption Ultra,XOne,2018.0,Platform,Take-Two Interactive,0.17,0.09,0.16,0.4,0.82
585,Pokemon Origins,XSX,2018.0,Racing,Ubisoft,0.2,2.06,0.52,0.11,2.89
586,The Legend of Zelda Remastered,PS3,2020.0,Role-Playing,Ubisoft,0.21,0.45,0.21,0.04,0.91
587,FIFA Soccer Remastered,PS3,2015.0,Platform,Take-Two Interactive,4.66,0.93,0.08,0.4,6.07
588,The Legend of Zelda 2023,PS3,2021.0,Role-Playing,Sony Computer Entertainment,0.27,0.07,0.26,0.03,0.63
589,The Legend of Zelda Origins,PS5,2015.0,Action,Electronic Arts,0.71,1.67,0.1,0.0,2.48
590,Minecraft Ultra,PS5,2018.0,Racing,Ubisoft,1.08,0.13,0.52,0.07,1.8
591,Forza Horizon Ultra,PC,2016.0,Racing,Activision,2.68,0.16,0.0,0.41,3.25
592,Call of Duty Remastered,XSX,2016.0,Racing,Sony Computer Entertainment,1.74,0.12,1.14,0.83,3.83
593,FIFA Soccer Remastered,Switch,2023.0,Shooter,Activision,0.33,0.08,0.15,0.14,0.7
594,Halo Remastered,XOne,2016.0,Adventure,Electronic Arts,0.08,0.05,0.04,0.22,0.39
595,The Legend of Zelda 2023,PS5,2022.0,Role-Playing,Activision,0.21,0.36,0.3,0.02,0.89
596,Mario Kart 2023,PS4,2020.0,Platform,Ubisoft,1.75,0.72,0.65,0.13,3.25
597,Forza Horizon 2023,Switch,2020.0,Role-Playing,Sony Computer Entertainment,0.36,0.48,0.13,0.05,1.02
598,God of War 2024,XSX,2019.0,Action,Nintendo,0.46,0.02,0.35,0.73,1.56
599,Mario Kart Ultra,PS5,2021.0,Sports,Ubisoft,1.51,0.13,0.63,0.08,2.35
600,Red Dead Redemption Ultra,Switch,2019.0,Sports,Sony Computer Entertainment,1.95,0.43,0.09,0.5,2.97
601,Pokemon 2023,PS5,2021.0,Racing,Take-Two Interactive,0.78,0.47,0.04,0.09,1.38
602,Forza Horizon Ultra,PS5,2022.0,Shooter,Electronic Arts,1.06,0.07,0.07,0.07,1.27
603,Forza Horizon Infinite,XSX,2020.0,Shooter,Take-Two Interactive,2.52,0.49,0.05,0.66,3.72
604,Halo 2024,PS4,2016.0,Adventure,Sony Computer Entertainment,2.11,2.17,0.81,0.03,5.12
605,Pokemon V,X360,2017.0,Action,Nintendo,0.62,0.29,0.98,0.83,2.72
606,Call of Duty 2024,XSX,2016.0,Adventure,Ubisoft,0.12,0.57,0.01,0.13,0.83
607,Pokemon Infinite,PS5,2017.0,Platform,Ubisoft,1.11,0.03,0.07,0.65,1.86
608,Mario Kart 2023,PS3,2020.0,Adventure,Activision,2.15,0.42,1.18,0.26,4.01
609,The Legend of Zelda 2024,PC,2023.0,Sports,Activision,1.08,0.12,0.04,0.46,1.7
610,Red Dead Redemption Remastered,XSX,2022.0,Racing,Electronic Arts,0.46,0.19,0.5,0.06,1.21
611,The Legend of Zelda 2022,Switch,2017.0,Shooter,Ubisoft,0.92,0.38,1.01,0.08,2.39
612,Red Dead Redemption Infinite,XOne,2016.0,Adventure,Electronic Arts,1.33,0.01,0.02,0.23,1.59
613,The Legend of Zelda Origins,XSX,2020.0,Adventure,Ubisoft,1.21,0.11,0.44,0.06,1.82
614,Call of Duty 2024,Switch,2023.0,Racing,Nintendo,0.1,0.82,0.43,0.22,1.57
615,Minecraft 2024,XSX,2019.0,Racing,Sony Computer Entertainment,0.67,1.12,0.04,0.2,2.03
616,Red Dead Redemption Origins,Switch,2022.0,Sports,Electronic Arts,0.09,0.47,0.03,0.0,0.59
617,FIFA Soccer Infinite,XSX,2020.0,Action,Ubisoft,0.42,1.15,0.49,0.12,2.18
618,Halo Ultra,XOne,2021.0,Sports,Activision,2.11,0.7,0.02,0.05,2.88
619,Forza Horizon V,Switch,2017.0,Role-Playing,Take-Two Interactive,1.75,0.33,0.49,0.1,2.67
620,God of War 2022,PS3,2015.0,Racing,Take-Two Interactive,2.75,1.91,0.28,0.19,5.13
621,Cyberpunk Origins,XOne,2015.0,Shooter,Activision,0.04,0.31,0.24,0.2,0.79
622,FIFA Soccer 2024,XSX,,Action,Electronic Arts,0.67,1.14,0.07,0.31,2.19
623,Minecraft Infinite,PS4,2019.0,Adventure,Electronic Arts,0.25,1.08,0.02,0.48,1.83
624,Forza Horizon Infinite,PS3,2015.0,Shooter,Ubisoft,0.81,0.21,0.04,0.03,1.09
625,Pokemon Ultra,XSX,2016.0,Sports,Take-Two Interactive,2.71,0.54,0.18,0.01,3.44
626,The Legend of Zelda Remastered,XOne,2015.0,Shooter,Nintendo,1.7,0.57,0.11,0.04,2.42
627,FIFA Soccer 2024,PS5,2018.0,Role-Playing,Activision,0.12,0.42,0.81,0.25,1.6
628,Cyberpunk 2023,XOne,2019.0,Racing,Nintendo,1.55,0.08,0.01,0.13,1.77
629,Red Dead Redemption Remastered,XOne,2022.0,Racing,Take-Two Interactive,0.23,0.03,0.41,0.32,0.99
630,Red Dead Redemption Remastered,XSX,2019.0,Sports,Ubisoft,0.32,0.54,0.16,1.08,2.1
631,Call of Duty Ultra,XOne,2016.0,Action,Electronic Arts,2.38,0.01,0.64,0.21,3.24
632,Call of Duty Ultra,X360,2015.0,Platform,Sony Computer Entertainment,0.02,0.36,0.03,0.07,0.48
633,Minecraft 2023,PS3,2020.0,Adventure,Nintendo,0.19,0.22,0.55,0.06,1.02
634,Halo Origins,PS5,2017.0,Shooter,Take-Two Interactive,1.6,2.09,0.2,0.09,3.98
635,Minecraft Origins,Switch,2018.0,Role-Playing,Nintendo,1.63,1.3,0.05,0.11,3.09
636,FIFA Soccer Infinite,X360,2021.0,Role-Playing,Take-Two Interactive,0.12,0.79,0.04,1.07,2.02
637,Halo V,XSX,2018.0,Racing,Nintendo,0.19,0.35,0.16,0.12,0.82
638,FIFA Soccer 2023,XOne,2017.0,Sports,Electronic Arts,1.03,0.15,0.48,0.32,1.98
639,Halo Infinite,PS3,2018.0,Shooter,Activision,0.88,0.77,0.33,0.45,2.43
640,Minecraft 2024,Switch,2016.0,Action,Activision,0.06,1.59,0.13,0.57,2.35
641,FIFA Soccer Origins,PS4,2021.0,Sports,Activision,1.64,0.78,0.28,0.47,3.17
642,Pokemon 2022,XOne,2022.0,Role-Playing,Electronic Arts,0.17,0.09,0.23,0.02,0.51
643,FIFA Soccer Infinite,X360,2018.0,Racing,,1.32,0.28,0.33,0.3,2.23
644,Cyberpunk Infinite,XOne,2020.0,Shooter,Electronic Arts,0.92,0.56,0.0,0.11,1.59
645,Call of Duty Infinite,PC,2023.0,Role-Playing,Take-Two Interactive,0.46,0.17,0.25,0.09,0.97
646,Mario Kart 2022,Switch,2023.0,Action,Sony Computer Entertainment,0.61,0.47,0.33,0.09,1.5
647,Call of Duty 2022,PS4,2020.0,Shooter,Take-Two Interactive,0.34,0.44,0.03,0.03,0.84
648,Red Dead Redemption Ultra,XOne,2020.0,Racing,Sony Computer Entertainment,1.91,0.43,0.02,0.08,2.44
649,Pokemon Infinite,XSX,2021.0,Adventure,Nintendo,1.65,0.47,0.18,0.78,3.08
650,Halo Remastered,PS4,2016.0,Role-Playing,Electronic Arts,0.7,0.49,0.26,0.11,1.56
651,Grand Theft Auto 2023,XSX,2021.0,Racing,Electronic Arts,3.02,1.95,0.07,0.01,5.05
652,Forza Horizon 2024,PC,2023.0,Racing,Ubisoft,1.14,1.78,0.4,0.18,3.5
653,Halo 2023,PC,2018.0,Platform,Electronic Arts,1.53,0.95,1.4,0.08,3.96
654,Halo Remastered,PS5,2016.0,Racing,Electronic Arts,2.27,0.05,0.66,0.1,3.08
655,God of War Remastered,PS5,2021.0,Adventure,Sony Computer Entertainment,0.55,0.18,0.17,0.12,1.02
656,Minecraft 2023,XSX,2017.0,Shooter,Sony Computer Entertainment,0.45,0.71,0.03,0.33,1.52
657,Forza Horizon Remastered,PC,2022.0,Adventure,Nintendo,0.74,0.06,0.29,0.27,1.36
658,Minecraft V,PC,2017.0,Shooter,Sony Computer Entertainment,0.24,0.12,2.26,0.24,2.86
659,Red Dead Redemption 2023,PS5,2015.0,Adventure,Activision,0.04,0.55,0.28,0.02,0.89
660,Grand Theft Auto 2023,PS4,2015.0,Role-Playing,Sony Computer Entertainment,3.26,0.53,0.36,0.48,4.63
661,Call of Duty Remastered,X360,2020.0,Adventure,Activision,1.75,0.63,0.31,0.35,3.04
662,Red Dead Redemption Origins,PS3,2016.0,Shooter,Nintendo,0.49,0.42,1.06,0.03,2.0
663,Pokemon Infinite,PS3,2021.0,Action,Electronic Arts,0.58,0.2,1.01,0.03,1.82
664,Forza Horizon 2022,Switch,2021.0,Platform,Electronic Arts,0.71,0.01,0.03,0.41,1.16
665,Halo 2024,PS5,2016.0,Racing,Electronic Arts,1.77,0.57,0.08,0.47,2.89
666,Pokemon 2023,X360,2016.0,Role-Playing,Nintendo,3.53,0.9,0.71,0.33,5.47
667,Cyberpunk Origins,Switch,2022.0,Sports,Electronic Arts,0.43,0.2,0.78,0.51,1.92
668,FIFA Soccer 2024,XSX,2015.0,Sports,Take-Two Interactive,0.9,0.33,0.22,0.97,2.42
669,Minecraft 2023,PS5,,Role-Playing,Nintendo,0.42,0.53,0.1,0.07,1.12
670,Call of Duty Infinite,PC,2019.0,Racing,Sony Computer Entertainment,2.35,0.72,0.28,0.13,3.48
671,Minecraft Remastered,Switch,2019.0,Racing,Take-Two Interactive,0.46,1.1,0.24,0.15,1.95
672,Cyberpunk Remastered,Switch,2023.0,Role-Playing,Nintendo,1.19,1.95,0.62,0.17,3.93
673,Call of Duty Origins,PS5,2023.0,Racing,Nintendo,0.67,0.29,0.15,0.48,1.59
674,Red Dead Redemption Remastered,XSX,2015.0,Racing,Nintendo,0.65,0.64,0.87,0.06,2.22
675,Forza Horizon 2024,XSX,2022.0,Platform,Sony Computer Entertainment,1.68,0.17,0.03,0.23,2.11
676,FIFA Soccer V,PS4,2022.0,Action,Ubisoft,1.42,0.1,0.16,0.17,1.85
677,Grand Theft Auto 2023,XSX,2016.0,Platform,Nintendo,1.32,0.42,0.04,0.27,2.05
678,Cyberpunk 2022,PS3,2023.0,Adventure,Ubisoft,0.57,0.91,0.08,0.23,1.79
679,Pokemon Infinite,Switch,2020.0,Role-Playing,Sony Computer Entertainment,1.27,1.57,0.03,0.5,3.37
680,Cyberpunk Remastered,PS5,2021.0,Shooter,Activision,0.43,0.12,0.11,0.21,0.87
681,Grand Theft Auto Origins,X360,2020.0,Racing,Sony Computer Entertainment,0.55,1.26,0.1,0.26,2.17
682,Red Dead Redemption Infinite,X360,2022.0,Racing,,2.28,0.04,0.09,0.52,2.93
683,The Legend of Zelda 2022,PS5,2017.0,Platform,Activision,0.08,1.25,0.07,0.28,1.68
684,Forza Horizon 2024,PS4,2016.0,Racing,Activision,0.4,0.02,0.0,0.06,0.48
685,Call of Duty 2022,XSX,2018.0,Racing,Nintendo,0.28,0.33,0.21,0.14,0.96
686,Halo 2022,PC,2021.0,Shooter,Take-Two Interactive,0.7,0.72,0.65,0.55,2.62
687,Forza Horizon V,PC,2015.0,Racing,Ubisoft,2.15,0.51,0.0,0.0,2.66
688,The Legend of Zelda Remastered,Switch,2016.0,Action,Ubisoft,2.41,0.47,0.05,0.36,3.29
689,Halo Origins,PS5,2019.0,Action,Activision,0.63,1.1,2.49,0.32,4.54
690,Halo Infinite,PS3,2023.0,Adventure,Sony Computer Entertainment,0.21,0.16,0.74,0.16,1.27
691,Red Dead Redemption V,Switch,2023.0,Adventure,Activision,0.86,0.66,0.22,0.24,1.98
692,The Legend of Zelda Remastered,XSX,2017.0,Platform,Take-Two Interactive,0.37,1.07,0.18,1.13,2.75
693,Halo Origins,PS4,2018.0,Adventure,Sony Computer Entertainment,2.29,2.23,0.49,0.48,5.49
694,Minecraft Remastered,PS4,2019.0,Racing,Electronic Arts,0.69,0.27,0.98,0.09,2.03
695,Pokemon Remastered,PS5,2015.0,Shooter,Ubisoft,1.48,0.44,0.12,0.1,2.14
696,Call of Duty 2024,XSX,2019.0,Action,Activision,0.06,0.61,0.82,0.23,1.72
697,FIFA Soccer 2024,PS5,2020.0,Platform,Take-Two Interactive,0.29,0.05,0.22,0.03,0.59
698,FIFA Soccer Origins,X360,2022.0,Racing,Sony Computer Entertainment,3.01,0.36,0.15,0.03,3.55
699,Grand Theft Auto Origins,PS5,2016.0,Action,Activision,0.1,1.92,0.06,0.13,2.21
700,Grand Theft Auto 2023,X360,2017.0,Adventure,Electronic Arts,1.67,0.02,0.12,0.25,2.06
701,Halo 2023,PS3,2017.0,Platform,Electronic Arts,1.85,0.21,0.07,0.31,2.44
702,God of War Remastered,Switch,2019.0,Shooter,Electronic Arts,0.45,0.32,0.1,0.16,1.03
703,Forza Horizon Remastered,Switch,2023.0,Action,Electronic Arts,0.09,0.61,0.58,0.0,1.28
704,Call of Duty Ultra,XOne,2023.0,Sports,Nintendo,2.54,2.13,0.15,0.17,4.99
705,Forza Horizon 2023,PS3,2023.0,Sports,Take-Two Interactive,0.29,0.18,0.01,0.26,0.74
706,Call of Duty Remastered,PS4,2023.0,Platform,Nintendo,0.73,0.43,1.14,0.06,2.36
707,Pokemon Remastered,PS3,2022.0,Role-Playing,Nintendo,0.11,1.34,0.6,0.05,2.1
708,Pokemon Origins,Switch,2023.0,Action,Sony Computer Entertainment,1.32,0.81,0.12,0.02,2.27
709,Mario Kart 2022,Switch,2019.0,Racing,,0.53,1.13,0.11,0.22,1.99
710,Call of Duty 2022,PS3,2016.0,Platform,Take-Two Interactive,0.31,1.91,0.03,0.16,2.41
711,Pokemon Origins,PS4,2015.0,Adventure,Take-Two Interactive,0.83,0.41,0.92,0.26,2.42
712,Call of Duty Origins,PC,2020.0,Adventure,Sony Computer Entertainment,1.13,1.52,0.1,0.05,2.8
713,Cyberpunk 2022,XOne,2018.0,Sports,Take-Two Interactive,1.4,0.35,0.12,0.16,2.03
714,Cyberpunk Ultra,PC,2015.0,Racing,Sony Computer Entertainment,0.3,0.07,0.79,0.22,1.38
715,Call of Duty Infinite,X360,2023.0,Action,Nintendo,0.23,1.42,0.44,0.11,2.2
716,The Legend of Zelda Infinite,XSX,2019.0,Platform,Sony Computer Entertainment,0.32,1.31,0.1,0.05,1.78
717,God of War Origins,XSX,2018.0,Shooter,Nintendo,0.28,1.08,0.11,0.49,1.96
718,Pokemon Remastered,PC,2022.0,Role-Playing,Electronic Arts,0.18,0.88,0.1,0.22,1.38
719,Red Dead Redemption V,PS5,,Platform,Sony Computer Entertainment,2.19,0.25,0.27,0.18,2.89
720,God of War 2024,XSX,2015.0,Action,Take-Two Interactive,0.16,0.47,0.53,0.09,1.25
721,FIFA Soccer Ultra,PS4,2015.0,Sports,Take-Two Interactive,0.57,0.49,0.0,0.08,1.14
722,Halo Infinite,XOne,2017.0,Sports,Activision,0.81,0.01,0.01,0.9,1.73
723,Grand Theft Auto Ultra,X360,2015.0,Action,Electronic Arts,0.01,0.24,0.16,0.15,0.56
724,Cyberpunk 2024,XOne,2023.0,Platform,Activision,5.74,0.53,0.42,0.15,6.84
725,The Legend of Zelda V,Switch,2021.0,Sports,Take-Two Interactive,2.43,0.01,0.07,0.8,3.31
726,Halo 2023,PS4,2021.0,Sports,Activision,1.42,0.19,0.03,0.29,1.93
727,Red Dead Redemption Remastered,X360,2021.0,Action,Activision,2.62,0.1,0.23,0.53,3.48
728,Minecraft 2022,PS4,2016.0,Platform,Activision,0.37,0.49,0.33,0.04,1.23
729,God of War Origins,PS4,2017.0,Adventure,Electronic Arts,1.17,0.51,0.25,0.01,1.94
730,Minecraft V,Switch,2018.0,Racing,Electronic Arts,1.17,0.22,0.1,0.43,1.92
731,Minecraft Remastered,PS4,2016.0,Racing,Sony Computer Entertainment,0.08,1.6,0.21,0.14,2.03
732,Pokemon V,PC,2022.0,Role-Playing,Activision,2.59,1.36,0.13,0.41,4.49
733,Red Dead Redemption V,PS3,2018.0,Sports,Sony Computer Entertainment,0.77,0.21,0.16,0.38,1.52
734,Mario Kart Infinite,PS5,2015.0,Action,Electronic Arts,0.32,1.97,0.04,0.35,2.68
735,Mario Kart Infinite,XSX,2017.0,Action,Ubisoft,0.69,0.25,0.4,0.25,1.59
736,Call of Duty 2022,XOne,2021.0,Platform,Ubisoft,0.64,1.14,0.16,0.72,2.66
737,Cyberpunk V,PC,2019.0,Action,Sony Computer Entertainment,1.38,2.22,0.73,0.73,5.06
738,Forza Horizon V,XSX,2018.0,Racing,Electronic Arts,0.93,0.34,0.25,0.02,1.54
739,Pokemon Infinite,XSX,2017.0,Role-Playing,Electronic Arts,1.31,0.14,0.42,0.86,2.73
740,Grand Theft Auto 2023,PS3,2020.0,Shooter,Ubisoft,0.06,0.52,0.23,0.05,0.86
741,Pokemon 2023,PC,2015.0,Platform,Nintendo,0.06,0.04,0.38,0.15,0.63
742,Minecraft V,Switch,2019.0,Platform,Take-Two Interactive,0.23,0.39,0.2,0.11,0.93
743,FIFA Soccer Ultra,X360,2016.0,Sports,Activision,1.19,0.45,0.43,1.23,3.3
744,Pokemon Remastered,PS4,2023.0,Racing,Electronic Arts,0.87,0.27,0.89,0.46,2.49
745,God of War 2022,PS4,2017.0,Action,Activision,0.19,0.53,0.14,0.25,1.11
746,Grand Theft Auto Origins,PS4,2018.0,Action,Sony Computer Entertainment,0.33,1.0,0.2,0.13,1.66
747,Call of Duty Ultra,XOne,2020.0,Adventure,Sony Computer Entertainment,1.21,2.88,0.28,0.03,4.4
748,Red Dead Redemption 2022,PC,2017.0,Action,Sony Computer Entertainment,0.24,0.19,0.4,0.05,0.88
749,God of War 2024,Switch,2019.0,Shooter,Ubisoft,0.29,0.04,0.09,0.27,0.69
750,Grand Theft Auto V,PC,2017.0,Adventure,Electronic Arts,0.67,0.51,0.37,0.71,2.26
751,Grand Theft Auto Ultra,PS3,2023.0,Racing,Activision,1.57,3.36,0.87,0.05,5.85
752,Call of Duty Remastered,XSX,2016.0,Shooter,Ubisoft,0.72,0.37,0.2,0.22,1.51
753,FIFA Soccer 2023,XSX,2023.0,Shooter,Take-Two Interactive,0.34,0.14,0.14,0.07,0.69
754,Minecraft Ultra,PC,,Sports,Ubisoft,0.95,0.77,0.1,0.56,2.38
755,Halo Ultra,X360,2019.0,Racing,Take-Two Interactive,0.07,0.14,0.68,0.29,1.18
756,Red Dead Redemption Infinite,PC,2019.0,Platform,Take-Two Interactive,0.97,0.58,0.21,0.1,1.86
757,Grand Theft Auto Infinite,Switch,2019.0,Role-Playing,Electronic Arts,0.4,0.93,0.6,0.09,2.02
758,Cyberpunk Infinite,Switch,2019.0,Role-Playing,Activision,0.18,0.65,0.22,0.33,1.38
759,Halo 2023,PS4,2015.0,Shooter,Ubisoft,2.5,0.19,0.08,0.08,2.85
760,Grand Theft Auto 2022,PC,2015.0,Sports,Nintendo,0.46,0.98,0.24,0.07,1.75
761,The Legend of Zelda 2023,PS4,2020.0,Sports,Nintendo,1.02,1.64,2.05,0.23,4.94
762,Mario Kart V,PS4,2015.0,Platform,Take-Two Interactive,2.7,0.37,0.14,0.12,3.33
763,Minecraft Infinite,PS4,2019.0,Action,Ubisoft,0.04,1.64,0.22,0.13,2.03
764,Forza Horizon 2022,X360,2016.0,Racing,Nintendo,0.06,1.03,0.03,0.32,1.44
765,Cyberpunk Origins,PS3,2021.0,Shooter,Ubisoft,0.13,0.41,0.12,0.21,0.87
766,Halo 2022,Switch,2022.0,Action,Sony Computer Entertainment,0.57,0.56,1.07,0.08,2.28
767,Call of Duty Remastered,X360,2015.0,Platform,Activision,2.93,1.45,1.62,0.01,6.01
768,Grand Theft Auto 2023,XSX,2023.0,Action,Activision,0.06,0.37,0.21,0.21,0.85
769,Mario Kart 2023,PS4,2016.0,Sports,Electronic Arts,0.33,0.07,0.04,0.06,0.5
770,The Legend of Zelda Infinite,PS3,2019.0,Role-Playing,Activision,0.55,0.17,0.02,0.22,0.96
771,Minecraft 2022,XSX,2018.0,Action,Take-Two Interactive,1.95,0.97,0.87,0.13,3.92
772,The Legend of Zelda Origins,PS4,2018.0,Action,Nintendo,0.83,1.33,0.4,0.27,2.83
773,Halo Origins,XSX,2020.0,Shooter,Electronic Arts,1.45,0.08,0.91,0.24,2.68
774,Grand Theft Auto 2024,XSX,2018.0,Racing,Nintendo,1.46,0.37,0.38,0.28,2.49
775,Cyberpunk Ultra,PS5,2015.0,Racing,Nintendo,0.08,0.17,0.55,0.32,1.12
776,Mario Kart V,Switch,2023.0,Shooter,Activision,1.46,0.29,0.06,0.39,2.2
777,God of War Infinite,PS3,2023.0,Adventure,Take-Two Interactive,0.26,0.3,0.06,0.58,1.2
778,Grand Theft Auto Origins,PS3,2019.0,Role-Playing,Electronic Arts,3.9,0.46,0.59,0.21,5.16
