Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
520,Minecraft 2022,X360,2018.0,Platform,Nintendo,0.41,0.3,0.08,0.1,0.89
521,Pokemon 2023,PS3,2019.0,Sports,Electronic Arts,0.28,0.2,0.88,0.77,2.13
522,God of War Ultra,PS4,2017.0,Racing,Take-Two Interactive,0.32,0.18,0.04,0.14,0.68
523,Cyberpunk 2023,XOne,2019.0,Sports,Ubisoft,1.25,2.23,0.31,0.11,3.9
524,Red Dead Redemption Ultra,XOne,2016.0,Sports,Activision,0.31,0.21,0.06,0.21,0.79
525,Forza Horizon Infinite,X360,2021.0,Racing,Electronic Arts,3.05,0.12,0.14,0.08,3.39
526,The Legend of Zelda Remastered,X360,2015.0,Racing,Ubisoft,1.85,1.17,0.49,0.53,4.04
527,Grand Theft Auto 2024,PS4,2017.0,Sports,Nintendo,0.27,0.24,0.11,0.37,0.99
528,God of War Origins,XOne,2015.0,Action,Ubisoft,0.32,0.23,0.3,0.36,1.21
529,FIFA Soccer Remastered,XSX,2016.0,Platform,Take-Two Interactive,1.82,1.8,0.0,0.84,4.46
530,Forza Horizon Infinite,PC,2020.0,Racing,Ubisoft,0.14,1.31,0.0,0.09,1.54
531,Minecraft 2023,XSX,2017.0,Role-Playing,Activision,1.16,0.1,0.06,0.07,1.39
532,Cyberpunk 2023,XSX,2017.0,Shooter,Take-Two Interactive,0.04,0.51,0.15,0.04,0.74
533,Call of Duty 2022,PS5,2023.0,Adventure,Nintendo,1.54,0.2,0.01,0.97,2.72
534,Halo 2024,X360,2022.0,Racing,Activision,0.67,0.61,0.05,0.04,1.37
535,The Legend of Zelda Infinite,XOne,2018.0,Action,Electronic Arts,0.08,1.67,0.22,0.13,2.1
536,Cyberpunk 2023,PS3,2019.0,Shooter,Ubisoft,0.02,1.87,0.01,0.1,2.0
537,Minecraft V,X360,2019.0,Shooter,Ubisoft,0.25,1.9,0.09,0.08,2.32
538,Minecraft Remastered,X360,2020.0,Adventure,Ubisoft,0.18,0.49,0.01,0.0,0.68
539,Pokemon 2022,PS3,2015.0,Role-Playing,Activision,0.05,0.37,0.1,0.12,0.64
540,FIFA Soccer Origins,PS3,2022.0,Racing,Ubisoft,0.81,0.58,0.35,0.01,1.75
541,Halo Ultra,XSX,2023.0,Action,Nintendo,1.51,1.31,0.4,0.65,3.87
542,Pokemon 2023,PS4,2020.0,Adventure,Activision,0.22,0.03,0.01,0.45,0.71
543,God of War Infinite,PS5,2021.0,Platform,Electronic Arts,2.27,0.33,0.29,0.08,2.97
544,The Legend of Zelda 2024,PS5,2019.0,Shooter,Electronic Arts,1.49,0.02,0.96,0.11,2.58
545,Mario Kart 2024,XSX,2022.0,Action,Ubisoft,1.35,0.07,0.15,0.26,1.83
546,Call of Duty Remastered,PS4,,Sports,Sony Computer Entertainment,0.28,0.85,0.35,0.29,1.77
547,Minecraft 2023,X360,2023.0,Role-Playing,Activision,1.16,0.4,0.28,0.01,1.85
548,Mario Kart Ultra,Switch,2021.0,Adventure,Activision,0.52,0.01,0.1,0.03,0.66
549,Red Dead Redemption V,XOne,2019.0,Adventure,Sony Computer Entertainment,2.18,0.44,0.74,0.17,3.53
550,Minecraft 2023,XOne,2016.0,Shooter,Nintendo,0.73,1.25,0.74,0.12,2.84
551,Mario Kart 2023,Switch,2015.0,Racing,Activision,1.3,0.33,0.03,0.21,1.87
552,Forza Horizon V,PS5,2019.0,Platform,Take-Two Interactive,0.21,0.72,0.23,0.17,1.33
553,Mario Kart Remastered,PS4,2019.0,Sports,Nintendo,1.85,1.75,0.08,0.21,3.89
554,Pokemon V,PS5,2015.0,Sports,Ubisoft,0.03,0.13,0.3,0.02,0.48
555,Minecraft Remastered,PS4,,Adventure,Ubisoft,0.34,0.32,0.24,0.06,0.96
556,The Legend of Zelda V,PS4,2021.0,Action,Activision,1.62,2.7,0.22,0.16,4.7
557,Cyberpunk 2024,PS4,,Adventure,Electronic Arts,0.83,0.26,0.6,0.23,1.92
558,Grand Theft Auto Remastered,PS4,2017.0,Shooter,Sony Computer Entertainment,1.09,0.47,0.3,0.04,1.9
559,Red Dead Redemption Remastered,PC,2018.0,Racing,Ubisoft,0.13,0.16,0.01,0.41,0.71
560,Cyberpunk Remastered,PC,2022.0,Shooter,Nintendo,1.28,1.8,0.36,0.33,3.77
561,Mario Kart Remastered,PC,2016.0,Adventure,Ubisoft,0.32,1.36,0.04,0.44,2.16
562,Minecraft V,PS4,2020.0,Platform,Nintendo,0.08,0.5,0.06,0.04,0.68
563,Grand Theft Auto Infinite,XSX,2023.0,Adventure,Activision,0.13,0.86,0.1,0.01,1.1
564,Cyberpunk 2023,PS5,2020.0,Racing,Take-Two Interactive,0.42,0.05,0.35,0.21,1.03
565,Forza Horizon Origins,XOne,2020.0,Action,Nintendo,1.11,0.86,0.1,0.04,2.11
566,God of War 2024,PS3,2021.0,Sports,,1.55,1.43,0.64,0.23,3.85
567,Grand Theft Auto Ultra,Switch,2015.0,Sports,Nintendo,2.5,0.32,0.87,0.0,3.69
568,Cyberpunk Infinite,XSX,2017.0,Role-Playing,Take-Two Interactive,4.13,0.2,0.05,0.18,4.56
569,Halo Remastered,XSX,2023.0,Shooter,Take-Two Interactive,0.47,0.66,0.17,0.15,1.45
570,Call of Duty Ultra,XOne,2018.0,Adventure,Electronic Arts,1.85,0.08,0.02,0.04,1.99
571,Cyberpunk Infinite,X360,2020.0,Action,Sony Computer Entertainment,1.84,1.34,0.31,0.15,3.64
572,God of War V,X360,2020.0,Sports,Nintendo,2.34,1.8,0.22,0.04,4.4
573,Pokemon Origins,PS3,2015.0,Action,Ubisoft,4.36,0.83,0.62,0.23,6.04
574,Minecraft V,PS3,2023.0,Shooter,Ubisoft,0.99,0.3,0.13,0.36,1.78
575,Pokemon Ultra,PC,2020.0,Racing,Sony Computer Entertainment,0.62,1.14,0.03,0.01,1.8
576,God of War Remastered,PS5,2023.0,Shooter,Activision,0.84,2.49,0.11,0.09,3.53
577,Cyberpunk Origins,PS4,2018.0,Adventure,Nintendo,1.4,0.2,0.05,0.45,2.1
578,Forza Horizon 2022,XSX,2021.0,Platform,Ubisoft,1.32,0.94,0.21,0.19,2.66
579,Call of Duty Remastered,XSX,2023.0,Shooter,Electronic Arts,1.21,0.48,0.35,0.02,2.06
580,Red Dead Redemption Infinite,XOne,2021.0,Adventure,Take-Two Interactive,0.52,0.16,0.02,0.06,0.76
581,FIFA Soccer 2023,Switch,2020.0,Shooter,Nintendo,0.14,0.45,0.17,0.17,0.93
582,Minecraft 2023,X360,2023.0,Action,Sony Computer Entertainment,0.55,0.85,0.17,0.37,1.94
583,Grand Theft Auto Remastered,PS5,2018.0,Sports,Ubisoft,0.02,0.79,0.26,1.08,2.15
584,Cyberpunk Ultra,PC,2016.0,Adventure,Activision,0.16,0.1,0.08,0.09,0.43
585,Call of Duty Remastered,PC,2018.0,Sports,Take-Two Interactive,4.46,1.32,0.37,0.28,6.43
586,Grand Theft Auto Infinite,Switch,2021.0,Role-Playing,Activision,1.73,0.08,0.02,0.4,2.23
587,Red Dead Redemption Origins,XOne,2023.0,Sports,Nintendo,1.72,0.86,0.58,0.02,3.18
588,Mario Kart Infinite,XSX,2019.0,Racing,Take-Two Interactive,1.35,1.14,0.22,0.65,3.36
589,Pokemon 2024,XSX,2020.0,Racing,Electronic Arts,3.02,0.71,0.11,0.04,3.88
590,Pokemon 2022,PS4,2017.0,Platform,Electronic Arts,0.4,0.01,0.54,0.02,0.97
591,Mario Kart Remastered,PS3,2021.0,Racing,Sony Computer Entertainment,0.06,0.03,0.17,0.02,0.28
592,The Legend of Zelda 2024,PS5,2023.0,Action,Sony Computer Entertainment,1.04,0.2,0.28,0.25,1.77
593,Minecraft 2024,PS5,2023.0,Adventure,Electronic Arts,0.85,0.89,0.03,0.12,1.89
594,Mario Kart V,XSX,2020.0,Racing,Activision,0.67,0.34,0.3,0.01,1.32
595,Pokemon 2023,XOne,2016.0,Action,Sony Computer Entertainment,2.39,0.23,0.54,0.15,3.31
596,Forza Horizon Ultra,PS3,2015.0,Adventure,Nintendo,0.2,0.51,1.07,0.12,1.9
597,God of War Remastered,PC,2020.0,Sports,Ubisoft,0.5,0.05,0.57,1.24,2.36
598,The Legend of Zelda 2024,PC,2023.0,Platform,Take-Two Interactive,1.22,0.04,0.24,0.18,1.68
599,FIFA Soccer Infinite,Switch,2019.0,Adventure,Sony Computer Entertainment,0.09,0.66,0.0,0.13,0.88
600,The Legend of Zelda 2022,PS4,2019.0,Action,Take-Two Interactive,0.44,1.63,0.41,0.06,2.54
601,The Legend of Zelda 2022,PS5,2018.0,Shooter,Take-Two Interactive,0.47,0.48,0.41,0.58,1.94
602,God of War Origins,PS3,2021.0,Action,Take-Two Interactive,0.49,2.16,0.3,0.68,3.63
603,FIFA Soccer Remastered,PS5,2015.0,Role-Playing,Activision,0.18,1.92,0.84,0.0,2.94
604,Red Dead Redemption V,PS4,2020.0,Racing,Ubisoft,0.8,0.7,0.19,0.3,1.99
605,Call of Duty Ultra,PC,2015.0,Adventure,Electronic Arts,1.04,0.22,0.61,0.1,1.97
606,Minecraft 2023,PS3,2018.0,Shooter,Ubisoft,1.01,0.67,0.32,0.09,2.09
607,Red Dead Redemption 2023,PS5,2020.0,Sports,Sony Computer Entertainment,0.88,0.1,0.15,0.15,1.28
608,Forza Horizon 2022,PS3,2016.0,Platform,Activision,4.62,1.76,0.44,0.13,6.95
609,Grand Theft Auto Origins,PC,2020.0,Adventure,Sony Computer Entertainment,0.17,0.15,0.05,0.03,0.4
610,Pokemon Infinite,PS5,2018.0,Racing,Take-Two Interactive,0.48,3.24,0.06,0.22,4.0
611,Cyberpunk 2023,X360,2017.0,Role-Playing,Nintendo,1.18,0.19,0.04,0.13,1.54
612,Call of Duty Remastered,PS4,2021.0,Action,Electronic Arts,1.1,0.58,0.37,0.12,2.17
613,Red Dead Redemption Remastered,XSX,2022.0,Role-Playing,Ubisoft,2.51,0.3,0.27,0.28,3.36
614,FIFA Soccer 2022,PS3,2023.0,Platform,Electronic Arts,0.05,0.85,0.11,0.05,1.06
615,The Legend of Zelda V,XSX,2015.0,Racing,Activision,0.84,1.17,0.43,0.24,2.68
616,The Legend of Zelda Infinite,PS5,2019.0,Racing,Take-Two Interactive,0.27,0.63,0.14,0.3,1.34
617,Pokemon Remastered,X360,2023.0,Role-Playing,Sony Computer Entertainment,1.71,0.32,0.23,0.04,2.3
618,Grand Theft Auto V,XOne,2016.0,Adventure,Activision,2.29,0.19,0.3,0.02,2.8
619,FIFA Soccer Remastered,XSX,2015.0,Action,Activision,0.4,0.66,0.81,0.09,1.96
620,Cyberpunk 2023,X360,2017.0,Shooter,Take-Two Interactive,0.55,1.49,0.49,0.25,2.78
621,Halo 2023,PC,2023.0,Sports,Sony Computer Entertainment,0.94,1.96,0.21,0.2,3.31
622,Mario Kart V,PC,2022.0,Shooter,Ubisoft,0.4,0.61,0.04,0.67,1.72
623,Halo Origins,X360,2016.0,Racing,Activision,0.32,1.98,0.57,0.22,3.09
624,FIFA Soccer Origins,PS5,2023.0,Racing,Ubisoft,1.24,0.62,0.01,0.02,1.89
625,FIFA Soccer 2022,PS4,2018.0,Racing,Ubisoft,0.13,0.45,0.18,0.2,0.96
626,Mario Kart 2022,PC,,Action,Sony Computer Entertainment,1.63,0.58,0.28,0.32,2.81
627,God of War V,PC,2020.0,Shooter,Sony Computer Entertainment,2.87,0.35,0.18,1.0,4.4
628,Halo Origins,PC,2021.0,Action,Activision,1.25,3.05,0.53,0.27,5.1
629,FIFA Soccer 2024,XOne,2023.0,Racing,Electronic Arts,0.95,0.47,0.45,0.34,2.21
630,The Legend of Zelda 2022,XOne,2018.0,Action,Ubisoft,1.23,0.19,0.54,0.09,2.05
631,Halo Infinite,PS4,2017.0,Racing,Take-Two Interactive,3.1,0.12,0.02,0.2,3.44
632,Minecraft Ultra,PS3,2017.0,Role-Playing,Take-Two Interactive,0.07,4.43,0.15,0.59,5.24
633,Red Dead Redemption Remastered,XSX,2019.0,Action,Sony Computer Entertainment,0.36,0.4,0.04,0.18,0.98
634,The Legend of Zelda 2022,PS4,2019.0,Sports,Activision,1.83,0.45,0.36,0.14,2.78
635,Pokemon 2023,PS3,2018.0,Shooter,Electronic Arts,0.31,0.4,0.34,0.56,1.61
636,Pokemon Infinite,PS3,2017.0,Shooter,Electronic Arts,1.34,0.35,0.67,0.17,2.53
637,Halo 2022,XSX,2017.0,Adventure,Electronic Arts,0.54,0.31,0.05,0.09,0.99
638,Call of Duty Infinite,PC,2021.0,Shooter,Sony Computer Entertainment,0.24,0.43,0.15,0.34,1.16
639,Grand Theft Auto Remastered,X360,2022.0,Sports,Take-Two Interactive,1.0,0.34,0.1,0.02,1.46
640,Forza Horizon Remastered,X360,2018.0,Role-Playing,Nintendo,2.79,0.92,0.19,0.02,3.92
641,Red Dead Redemption 2023,PS5,2022.0,Sports,Ubisoft,0.61,0.12,0.05,0.02,0.8
642,FIFA Soccer 2023,PS3,2020.0,Action,Sony Computer Entertainment,0.04,0.06,0.09,0.2,0.39
643,FIFA Soccer Remastered,X360,2015.0,Action,Ubisoft,0.5,1.07,0.22,0.34,2.13
644,Cyberpunk Infinite,PC,2020.0,Role-Playing,Ubisoft,0.29,0.23,0.23,0.22,0.97
645,Minecraft Origins,XOne,2020.0,Platform,Activision,1.97,0.93,0.13,0.07,3.1
646,Minecraft Remastered,PS3,2019.0,Action,Electronic Arts,0.64,0.48,0.11,0.21,1.44
647,The Legend of Zelda V,PS3,2017.0,Adventure,Ubisoft,1.84,0.9,0.08,0.19,3.01
648,Cyberpunk 2022,Switch,2021.0,Racing,Take-Two Interactive,2.18,0.89,0.55,0.07,3.69
649,Cyberpunk Ultra,PC,2016.0,Sports,Sony Computer Entertainment,1.12,1.53,0.13,0.04,2.82
650,Minecraft Infinite,PC,2015.0,Shooter,Sony Computer Entertainment,2.03,0.15,0.11,0.55,2.84
651,Mario Kart Ultra,XSX,2015.0,Shooter,Electronic Arts,1.56,0.84,0.06,0.01,2.47
652,Red Dead Redemption V,Switch,2018.0,Racing,Sony Computer Entertainment,0.64,1.09,0.24,0.07,2.04
653,Call of Duty 2022,XOne,2017.0,Shooter,Sony Computer Entertainment,0.34,0.05,0.01,0.31,0.71
654,Call of Duty 2022,PC,2015.0,Adventure,Ubisoft,2.84,0.09,0.23,0.09,3.25
655,Forza Horizon 2024,Switch,2017.0,Action,Ubisoft,1.43,0.92,0.7,0.07,3.12
656,God of War 2024,XOne,2017.0,Sports,Nintendo,0.19,0.82,0.38,0.22,1.61
657,Grand Theft Auto 2024,X360,2017.0,Platform,Sony Computer Entertainment,0.85,0.04,0.41,0.05,1.35
658,Halo Ultra,PS5,2015.0,Action,Activision,0.13,0.36,0.26,0.05,0.8
659,Call of Duty 2023,PS4,2015.0,Action,Electronic Arts,0.52,0.56,0.02,0.29,1.39
660,Halo Remastered,PS5,2019.0,Sports,Electronic Arts,2.36,0.68,0.61,0.16,3.81
661,Grand Theft Auto Ultra,XSX,2016.0,Platform,Nintendo,0.93,0.74,0.14,0.02,1.83
662,Cyberpunk Infinite,XOne,2021.0,Role-Playing,Ubisoft,0.03,0.5,0.02,0.05,0.6
663,Mario Kart Origins,PS5,,Role-Playing,Sony Computer Entertainment,0.17,1.16,0.41,0.58,2.32
664,Red Dead Redemption V,Switch,2019.0,Racing,Activision,0.42,0.16,0.16,0.03,0.77
665,Call of Duty Remastered,PS5,2021.0,Sports,Nintendo,2.15,0.34,0.09,1.05,3.63
666,Forza Horizon Infinite,Switch,2016.0,Platform,Ubisoft,1.36,3.2,0.37,0.14,5.07
667,The Legend of Zelda Remastered,PC,2019.0,Adventure,Activision,1.34,1.52,0.93,0.06,3.85
668,Call of Duty 2022,PS4,2019.0,Adventure,Ubisoft,0.45,0.47,0.23,0.15,1.3
669,Mario Kart Origins,XOne,2016.0,Role-Playing,Nintendo,0.54,0.34,1.9,0.16,2.94
670,Forza Horizon Infinite,PS5,2021.0,Shooter,,0.09,0.1,0.06,0.37,0.62
671,FIFA Soccer Ultra,X360,2016.0,Adventure,Ubisoft,0.27,0.64,1.16,0.02,2.09
672,God of War 2022,XOne,2018.0,Platform,Ubisoft,1.02,0.07,0.0,0.0,1.09
673,Grand Theft Auto Origins,PS4,2017.0,Action,Ubisoft,0.16,0.07,0.72,0.19,1.14
674,The Legend of Zelda V,PS3,,Sports,Sony Computer Entertainment,2.21,2.24,1.48,0.8,6.73
675,Cyberpunk V,PC,2021.0,Racing,Nintendo,0.23,0.77,0.75,0.16,1.91
676,Forza Horizon Origins,PS4,2019.0,Platform,Ubisoft,5.63,0.63,0.19,0.77,7.22
677,Grand Theft Auto 2022,PS5,2018.0,Action,Nintendo,0.04,0.58,0.07,0.35,1.04
678,Pokemon Infinite,XOne,2017.0,Sports,Electronic Arts,0.15,0.55,0.32,0.46,1.48
679,God of War V,PC,2017.0,Platform,Nintendo,0.58,0.4,0.93,0.62,2.53
680,Call of Duty Remastered,PS5,2021.0,Adventure,Sony Computer Entertainment,0.21,0.28,0.29,0.12,0.9
681,Call of Duty Origins,PC,2023.0,Adventure,Electronic Arts,0.46,0.84,0.15,0.56,2.01
682,Grand Theft Auto Origins,XSX,2023.0,Platform,Ubisoft,0.42,0.8,1.23,0.52,2.97
683,FIFA Soccer 2023,PS3,2015.0,Sports,Activision,1.32,0.14,0.0,0.05,1.51
684,Call of Duty V,PS3,2021.0,Shooter,Electronic Arts,1.22,0.37,0.07,0.54,2.2
685,Minecraft 2022,XSX,2016.0,Action,Activision,1.12,0.17,0.73,0.16,2.18
686,God of War Ultra,X360,2021.0,Racing,Sony Computer Entertainment,1.35,0.4,0.1,0.0,1.85
687,Halo Infinite,PS3,2017.0,Sports,Nintendo,1.07,0.01,0.2,0.26,1.54
688,Minecraft V,PS4,2023.0,Role-Playing,Activision,0.42,1.75,0.02,0.04,2.23
689,Call of Duty 2023,X360,2017.0,Platform,Ubisoft,0.56,0.17,0.29,0.28,1.3
690,God of War 2022,PS5,,Shooter,Ubisoft,1.95,0.18,0.66,0.1,2.89
691,Pokemon V,XOne,2020.0,Action,Nintendo,0.69,1.82,0.05,0.44,3.0
692,Grand Theft Auto Origins,XOne,2023.0,Platform,Activision,0.83,0.92,0.29,0.04,2.08
693,Halo Remastered,PS4,2020.0,Sports,Activision,0.41,1.1,0.24,0.54,2.29
694,Mario Kart 2024,X360,2020.0,Adventure,Sony Computer Entertainment,0.73,0.35,0.12,0.29,1.49
695,Grand Theft Auto Remastered,PS5,2022.0,Shooter,Sony Computer Entertainment,1.2,1.94,0.19,0.01,3.34
696,The Legend of Zelda 2022,PS3,2017.0,Action,Nintendo,1.33,0.02,0.59,0.04,1.98
697,God of War 2023,PC,2017.0,Shooter,Ubisoft,0.63,0.36,0.25,0.07,1.31
698,Minecraft Infinite,X360,2022.0,Sports,Electronic Arts,0.02,0.91,0.24,0.05,1.22
699,Halo 2022,X360,2021.0,Racing,Activision,0.5,0.76,0.72,0.39,2.37
700,Red Dead Redemption Infinite,PS5,2016.0,Platform,Electronic Arts,2.35,0.34,0.15,0.28,3.12
701,FIFA Soccer 2022,X360,2016.0,Action,Take-Two Interactive,0.01,0.16,0.12,0.19,0.48
702,God of War Infinite,PS4,2021.0,Role-Playing,Sony Computer Entertainment,0.68,0.17,0.11,0.24,1.2
703,God of War V,XOne,2015.0,Shooter,Take-Two Interactive,2.05,1.16,0.14,0.16,3.51
704,God of War Infinite,PS4,2015.0,Adventure,,0.1,0.05,0.14,0.16,0.45
705,Red Dead Redemption Ultra,XOne,2017.0,Racing,Activision,1.72,0.21,0.15,0.08,2.16
706,Halo Remastered,PS3,2019.0,Action,Sony Computer Entertainment,0.25,0.19,0.05,0.2,0.69
707,Forza Horizon V,PS3,2018.0,Racing,Take-Two Interactive,1.5,1.1,0.33,0.26,3.19
708,Cyberpunk 2023,PC,2015.0,Adventure,Ubisoft,0.12,0.05,0.13,0.41,0.71
709,Halo Infinite,XSX,2020.0,Racing,Ubisoft,0.75,0.17,0.79,0.22,1.93
710,Halo 2024,PC,2021.0,Racing,Take-Two Interactive,0.93,1.69,0.07,0.05,2.74
711,God of War Remastered,PC,2016.0,Role-Playing,Nintendo,3.14,0.41,0.07,0.2,3.82
712,The Legend of Zelda 2023,PS3,2021.0,Role-Playing,Electronic Arts,1.03,0.05,0.14,0.0,1.22
713,Pokemon Remastered,PS4,2016.0,Action,Activision,0.68,1.3,0.04,0.02,2.04
714,Cyberpunk Ultra,PS5,2023.0,Adventure,Ubisoft,0.71,3.5,0.38,0.27,4.86
715,FIFA Soccer 2022,XSX,2019.0,Shooter,Nintendo,0.68,0.45,0.23,0.08,1.44
716,Mario Kart Origins,PS3,2017.0,Role-Playing,Ubisoft,2.37,0.09,0.17,0.16,2.79
717,Red Dead Redemption Remastered,XSX,2017.0,Role-Playing,Take-Two Interactive,1.98,1.12,0.19,0.14,3.43
718,Call of Duty Infinite,XOne,2016.0,Adventure,Electronic Arts,1.12,0.25,0.15,0.01,1.53
719,Pokemon 2023,PC,2019.0,Shooter,Electronic Arts,3.87,1.32,0.13,0.16,5.48
720,Cyberpunk 2023,PS4,2016.0,Role-Playing,Sony Computer Entertainment,1.07,0.5,0.82,0.12,2.51
721,God of War 2022,Switch,,Adventure,,0.97,1.97,0.12,0.43,3.49
722,Minecraft V,PS3,2017.0,Adventure,Ubisoft,0.14,0.21,0.7,0.05,1.1
723,Minecraft 2023,XOne,2020.0,Shooter,Activision,1.07,0.55,0.11,0.03,1.76
724,Minecraft 2023,XOne,2017.0,Action,Take-Two Interactive,0.13,0.5,0.83,0.07,1.53
725,Grand Theft Auto Ultra,PS3,2015.0,Role-Playing,Ubisoft,1.56,0.36,0.4,0.13,2.45
726,God of War V,X360,2021.0,Shooter,Electronic Arts,0.72,1.03,0.15,0.06,1.96
727,Cyberpunk Infinite,XOne,2016.0,Sports,Electronic Arts,0.5,0.24,0.42,0.1,1.26
728,Forza Horizon V,XSX,2019.0,Adventure,Take-Two Interactive,1.99,0.44,0.08,0.02,2.53
729,Cyberpunk 2024,XOne,2017.0,Platform,Electronic Arts,4.68,0.85,0.18,0.55,6.26
730,Forza Horizon Ultra,PS4,2020.0,Role-Playing,Take-Two Interactive,0.22,0.8,0.29,0.2,1.51
731,Forza Horizon 2022,PS4,2022.0,Adventure,Take-Two Interactive,0.47,0.09,0.08,0.21,0.85
732,FIFA Soccer 2023,X360,2023.0,Action,Nintendo,0.32,0.33,0.13,0.8,1.58
733,Grand Theft Auto 2023,XOne,2017.0,Action,Ubisoft,1.05,1.63,0.36,0.07,3.11
734,God of War V,PC,2016.0,Platform,Nintendo,0.03,0.95,0.97,0.05,2.0
735,The Legend of Zelda 2023,Switch,2015.0,Adventure,Sony Computer Entertainment,1.43,0.99,0.14,0.61,3.17
736,God of War 2023,PS3,2020.0,Platform,Sony Computer Entertainment,0.16,1.34,0.5,0.22,2.22
737,Grand Theft Auto Origins,XSX,2015.0,Sports,Sony Computer Entertainment,0.31,0.93,0.67,0.25,2.16
738,Pokemon 2024,XSX,2022.0,Platform,Ubisoft,0.46,0.28,0.01,0.01,0.76
739,Call of Duty 2023,PS5,2022.0,Adventure,Electronic Arts,0.56,0.12,0.04,0.09,0.81
740,God of War 2023,XOne,2022.0,Sports,Sony Computer Entertainment,0.33,0.66,0.02,0.4,1.41
741,Minecraft 2024,PC,2020.0,Platform,Take-Two Interactive,0.68,1.91,0.06,0.0,2.65
742,Call of Duty 2024,PS4,2015.0,Adventure,Sony Computer Entertainment,0.22,1.11,0.07,0.29,1.69
743,The Legend of Zelda Infinite,XOne,2019.0,Platform,Take-Two Interactive,1.48,1.07,0.17,0.03,2.75
744,Pokemon Remastered,PS5,2018.0,Sports,Activision,1.08,0.54,0.05,0.01,1.68
745,Red Dead Redemption 2022,PS5,2019.0,Role-Playing,Sony Computer Entertainment,1.72,0.09,0.54,0.13,2.48
746,Grand Theft Auto 2022,PC,2017.0,Racing,Ubisoft,0.3,0.44,0.0,0.53,1.27
747,Halo 2022,XOne,2018.0,Racing,Nintendo,2.41,0.02,0.16,0.01,2.6
748,God of War 2023,XOne,2019.0,Role-Playing,Nintendo,0.98,0.12,0.09,0.2,1.39
749,Red Dead Redemption Origins,PC,2019.0,Racing,Ubisoft,0.36,0.18,0.87,0.02,1.43
750,Red Dead Redemption Remastered,PS4,2016.0,Sports,Ubisoft,0.94,0.25,0.33,0.11,1.63
751,Pokemon Ultra,XOne,2018.0,Platform,Activision,0.54,0.03,0.15,0.63,1.35
752,Minecraft V,PC,2015.0,Action,Take-Two Interactive,2.25,1.78,0.31,0.19,4.53
753,Minecraft Origins,PC,2017.0,Racing,Take-Two Interactive,0.08,0.57,0.52,0.73,1.9
754,Call of Duty 2024,PS4,2018.0,Racing,Nintendo,0.0,0.0,0.19,0.01,0.2
755,FIFA Soccer Infinite,X360,2018.0,Shooter,Take-Two Interactive,2.14,0.75,0.34,0.09,3.32
756,God of War Origins,PS4,2020.0,Action,Take-Two Interactive,0.74,0.95,0.04,0.15,1.88
757,Minecraft Infinite,PC,2019.0,Shooter,Nintendo,0.31,2.58,0.02,0.14,3.05
758,FIFA Soccer Ultra,XSX,2020.0,Adventure,Activision,0.41,0.02,0.05,0.21,0.69
759,Halo Ultra,X360,2018.0,Shooter,Nintendo,1.44,4.39,0.48,0.1,6.41
760,Call of Duty 2024,Switch,2023.0,Racing,Sony Computer Entertainment,4.83,0.36,0.52,0.12,5.83
761,FIFA Soccer Origins,PS4,2017.0,Action,Activision,3.0,0.24,0.28,0.1,3.62
762,FIFA Soccer 2024,XSX,2022.0,Racing,Nintendo,0.09,1.21,0.02,0.2,1.52
763,Call of Duty Origins,PS3,2019.0,Adventure,Ubisoft,0.93,1.64,0.31,0.73,3.61
764,Cyberpunk V,XOne,2017.0,Sports,Sony Computer Entertainment,0.64,0.27,0.05,0.19,1.15
765,Cyberpunk Infinite,PS4,2019.0,Action,Ubisoft,0.44,0.51,0.48,0.01,1.44
766,Halo 2024,XSX,2018.0,Role-Playing,Electronic Arts,2.37,2.21,0.13,0.09,4.8
767,Call of Duty Infinite,PC,2022.0,Shooter,Sony Computer Entertainment,1.35,0.64,0.23,0.32,2.54
768,Halo 2024,PS4,2021.0,Racing,Ubisoft,0.18,0.44,1.0,0.13,1.75
769,Cyberpunk Ultra,PC,2023.0,Sports,Take-Two Interactive,0.19,0.61,1.02,0.04,1.86
770,Red Dead Redemption Remastered,X360,2017.0,Shooter,Nintendo,0.06,0.45,0.45,0.2,1.16
771,Red Dead Redemption Infinite,PS5,2023.0,Sports,Nintendo,1.11,0.21,0.16,0.4,1.88
772,Cyberpunk 2022,PC,2023.0,Sports,Ubisoft,0.96,0.99,0.59,1.08,3.62
773,Mario Kart Remastered,PS5,2020.0,Role-Playing,Take-Two Interactive,2.37,0.93,0.09,0.03,3.42
774,Forza Horizon 2024,Switch,2019.0,Action,Take-Two Interactive,5.06,0.9,0.69,0.37,7.02
775,Pokemon 2024,Switch,2022.0,Adventure,Activision,4.08,4.27,0.02,0.69,9.06
776,God of War 2022,Switch,2020.0,Role-Playing,Electronic Arts,0.76,0.45,0.12,0.26,1.59
777,God of War Infinite,Switch,2015.0,Racing,Take-Two Interactive,0.43,0.58,0.01,0.73,1.75
778,Red Dead Redemption 2024,PS5,2020.0,Role-Playing,Activision,0.04,1.02,0.1,0.31,1.47
779,Forza Horizon Remastered,PS5,2017.0,Role-Playing,Ubisoft,0.76,0.74,0.11,0.06,1.67
780,Grand Theft Auto Infinite,PS4,,Shooter,Ubisoft,0.57,1.05,0.13,0.3,2.05
