case_id,date,remote_jid,push_name,text_content,reply_to_id
133,2026-08-11 23:20:43,199557250064521@lid,PC-Digital,"🚨 *ALERTA OPERATIVA DIRECTA — PROTECCIÓN CIVIL* 🚨
━━━━━━━━━━━━━━━━━━━━━━━━━━━━
🛡️ *Asignación:* Guardia A

📋 *Folio:* REP-0002
⚠️ *Tipo:* ⛽ FUGA DE GAS
🔶 *Prioridad:* 🔴 ALTA
👤 *Encargado:* ⚠️ *SIN PERSONAL A CARGO (PENDIENTE)*

📍 *Ubicación:* costa de canistel 57, Col. Arboledas San Ramón, Arboledas San Ramon
📝 *Descripción:* Se esta fugando un gas
👤 *Reportó:* Josue Jaziel Delgado Burela (2888893215)
🕐 *Fecha:* 11/Aug/2026 23:20

━━━━━━━━━━━━━━━━━━━━━━━━━━━━
📌 *Responde a este mensaje o selecciona la opción del siguiente mensaje para tomar el reporte.*",
133,2026-08-11 23:20:44,199557250064521@lid,PC-Digital,"🚨 *ALERTA OPERATIVA DIRECTA — PROTECCIÓN CIVIL* 🚨
━━━━━━━━━━━━━━━━━━━━━━━━━━━━
🛡️ *Asignación:* Guardia A

📋 *Folio:* REP-0002
⚠️ *Tipo:* ⛽ FUGA DE GAS
🔶 *Prioridad:* 🔴 ALTA
👤 *Encargado:* ⚠️ *SIN PERSONAL A CARGO (PENDIENTE)*

📍 *Ubicación:* costa de canistel 57, Col. Arboledas San Ramón, Arboledas San Ramon
📝 *Descripción:* Se esta fugando un gas
👤 *Reportó:* Josue Jaziel Delgado Burela (2888893215)
🕐 *Fecha:* 11/Aug/2026 23:20

━━━━━━━━━━━━━━━━━━━━━━━━━━━━
📌 *Responde a este mensaje o selecciona la opción del siguiente mensaje para tomar el reporte.*",
133,2026-08-11 23:28:19,199557250064521@lid,PC-Digital,"🚨 *ALERTA OPERATIVA DIRECTA — PROTECCIÓN CIVIL* 🚨
━━━━━━━━━━━━━━━━━━━━━━━━━━━━
🛡️ *Asignación:* Guardia A

📋 *Folio:* REP-0004
⚠️ *Tipo:* ⛽ FUGA DE GAS
🔶 *Prioridad:* 🔴 ALTA
👤 *Encargado:* ⚠️ *SIN PERSONAL A CARGO (PENDIENTE)*

📍 *Ubicación:* Costa de Canistel 57, Col. Arboledas San Ramón, Arboledas San Ramon
📝 *Descripción:* fuga de gas
👤 *Reportó:* Josue Jaziel Delgado Burela (2888893215)
🕐 *Fecha:* 11/Aug/2026 23:28

━━━━━━━━━━━━━━━━━━━━━━━━━━━━
📌 *Responde a este mensaje o selecciona la opción del siguiente mensaje para tomar el reporte.*",
133,2026-08-11 23:28:20,199557250064521@lid,PC-Digital,"🚨 *ALERTA OPERATIVA DIRECTA — PROTECCIÓN CIVIL* 🚨
━━━━━━━━━━━━━━━━━━━━━━━━━━━━
🛡️ *Asignación:* Guardia A

📋 *Folio:* REP-0004
⚠️ *Tipo:* ⛽ FUGA DE GAS
🔶 *Prioridad:* 🔴 ALTA
👤 *Encargado:* ⚠️ *SIN PERSONAL A CARGO (PENDIENTE)*

📍 *Ubicación:* Costa de Canistel 57, Col. Arboledas San Ramón, Arboledas San Ramon
📝 *Descripción:* fuga de gas
👤 *Reportó:* Josue Jaziel Delgado Burela (2888893215)
🕐 *Fecha:* 11/Aug/2026 23:28

━━━━━━━━━━━━━━━━━━━━━━━━━━━━
📌 *Responde a este mensaje o selecciona la opción del siguiente mensaje para tomar el reporte.*",
135,2026-08-12 04:24:41,45200302932033@lid,45200302932033,Buenas noches mando ubicación del incendio en casa blanca,
135,2026-08-12 04:25:12,45200302932033@lid,Você,Gracias ahorita le mando una unidad a checar,ACDE814CD08567300E438D0E6B6125A4
135,2026-08-12 04:26:34,45200302932033@lid,Você,Me regalas tu nombre completo de favor para realizar el reporte ya va la unidad 096 al punto,
135,2026-08-12 04:27:32,45200302932033@lid,45200302932033,Gustavo Flores Mendez,
136,2026-08-12 07:00:08,214774235267138@lid,Você,Permítame,
136,2026-08-12 07:05:57,214774235267138@lid,Você,"José Javier Osorio
Propietario
Calle : Casa blanca #104
Manzana 02 #4
Solo daños materiales diversos 
Dos mascotas un felino y camino 14
Se procede a sofocar dicho incendio en su totalidad se procede a remover escombro y se dejan indicaciones verbales al propietario
Acudió unidad 072 y U 073
Y ambulancia 208
A mandó ; Luis Alfredo Merino ( bombero)",
136,2026-08-12 07:07:18,214774235267138@lid,214774235267138,GRACIAS MANDO,
136,2026-08-12 07:07:46,214774235267138@lid,Você,🙋🏻‍♀️,
136,2026-08-12 07:14:10,214774235267138@lid,214774235267138,Buen día mando ¿Acudió unidad al reporte de dolor abdominal?,
136,2026-08-12 07:14:30,214774235267138@lid,214774235267138,"*Reporte al 9-1-1 (PRELIMINAR)*
Fecha y Hora: *12/08/2026 00:16:15*
Asunto: *DOLOR ABDOMINAL/URGENCIA ABDOMINAL*
Colonia: *NUEVO  MEDELLIN*
Calle: *CEDRO 4410*
Entre calles: *JOBO*
Referencia: *CERCA   DE  LA  TIENDA*
Localidad: *NO ESPECIFICADO*
Municipio: *MEDELLIN DE BRAVO*
*Ubicación:*https://www.google.com/maps/place/19.005179109257,-96.109024114166
*Resumen de evento*",
136,2026-08-12 07:14:43,214774235267138@lid,Você,Unidad 208,
136,2026-08-12 07:15:05,214774235267138@lid,214774235267138,Gracias ¿Sabrá si ya llegaron al domicilio? 👀,
136,2026-08-12 07:16:27,214774235267138@lid,Você,En cuanto den información les confirmo datos,
136,2026-08-12 08:36:13,214774235267138@lid,214774235267138,Buenas mando ¿Tendrá novedad del dolor abdominal? 🥹,
137,2026-08-12 10:21:21,120363042493725288@g.us,128733256110143,Llaman a base para reportar casa en llamas en lagos de puente moreno en el circuito olanda norte salen las unidades 072 y 208,
137,2026-08-12 10:24:09,120363042493725288@g.us,28067678416994,https://maps.app.goo.gl/juxdmmnFedD8z58WA?g_st=aw,
137,2026-08-12 10:35:27,120363042493725288@g.us,28067678416994,"Unidad 072, 096 y 208 en el punto.",
137,2026-08-12 10:53:22,120363042493725288@g.us,128733256110143,Con esta hora keda sofocado incendio de casa en circuito olanda se procede a enfriar y ventilar la zona,AC4DA498F2580E97B3BA159A392DE040
137,2026-08-12 11:17:55,120363042493725288@g.us,28067678416994,"Jose Joaquin Contreras Estrada, 26 años. Vecino que ayudo a sofocar el fuego (se valoraron signos vitales)
Luis Angel Cazares Ramirez, 33 años. (Se valoraron signos vitales y se dieron recomendaciones)
Evelyn Ramírez Rivera, 55 años. (Se valoraron signos vitales y se le administro oxigeno suplementario por que la paciente refirió  síntomas de Disnea.)",
137,2026-08-12 11:18:14,120363042493725288@g.us,97878764691675,U-072 en llegando a base,
137,2026-08-12 11:19:08,120363042493725288@g.us,28067678416994,U-208 hace 10 a 58.,
137,2026-08-12 11:21:45,120363042493725288@g.us,28067678416994,U-208 ya en 58.,
139,2026-08-12 13:13:46,120363042493725288@g.us,170179606609930,"Enterado equipo gracias 
Buen día!",
139,2026-08-12 13:14:38,120363042493725288@g.us,128733256110143,Buen día jefe 🫡,3AD0036198300D30BAFA
139,2026-08-12 14:34:40,120363042493725288@g.us,97878764691675,"U-072 con niveles correctos de aceite de motor aceite hidráulico y liquido de frenos 
Observación:
El aceite de motor ya está muy quemado requiere el servicio",
139,2026-08-12 14:35:11,120363042493725288@g.us,170179606609930,"Mañana a las 10 am tiene que estar la 097 en
El taller par su cambio de aceite",
139,2026-08-12 14:43:16,120363042493725288@g.us,97878764691675,U-098  con niveles correctos de aceite de motor aceite hidráulico y liquido de frenos,
139,2026-08-12 14:51:01,120363042493725288@g.us,97878764691675,U-096 con niveles correctos de aceite de motor aceite hidráulico y liquido de frenos,
139,2026-08-12 14:53:14,120363042493725288@g.us,128733256110143,"Buen día estás son las novedades del día 11/08/26 PC Medellín guardia (1)

09:45 sale unidad 072 a apoyo de limpieza en el salón social de el tejar 13:30 retorna a base 

10:35 salen las unidades 073,098 y la 072 k estaba en el salón social del tejar a reporte de casa habitación en llamas en casa blanca Medellín se llega al lugar y se procede a apagar y controlar el fuego así mismo la unidad 098 procede a valorar a dos personas dueñas de la vivienda kemada k solo presentaron crisis nerviosa 13:30 retorna la 072 a base 

11:38 sale la unidad 073 del punto donde fue el incendio de casa en casa blanca a seguir con el apoyo de limpieza del salón social en el k estaba la 072 17:40 retorna a base 

13:42 sale la unidad 096 a un reporte de dos personas ahogadas en la localidad de sal si puedes con la unidad acuática inmensa para el apoyo 18:55 retorna a base del servicio de las personas ahogadas 

13:55 sale la unidad 098 a reporte de una persona inconsciente en la localidad de el guasimal se valora y se keda en el domicilio igual se dejan recomendaciones 

15:00 sale unidad 098 a apoyo de traslado programado del hospital de boca del río a domicilio en lagos de puente moreno en el circuito esmeralda 16:23 retornan a base 

15:35 sale unidad 208 a apoyo de las personas ahogadas en sal si puedes para valorar a los familiares k presentaban crisis nerviosa por el suceso

18:02 sale unidad 098 a cubrir evento de fútbol en el campo de Medellín 

20:35 sale unidad la unidad 096 a servicio de una serpiente en un domicilio en lagos de puente moreno en el circuito Brazil se procede a capturar y liberar en su avita 20:59 retorna a base 

22:28 sale unidad 096 a reporte de una kema de basura fuera de control en casa blanca Medellín se llega al lugar se hace recorrido y nose encuentra nada se procede a retornar a base 23:09 

23:03 sale la unidad 208 a apoyo de la policia estatal para checar a una persona golpeada en el tejar frente a casa insurgentes se procede a checar y valorar y no tenía nada retornan a base 23:35

23:49 sale la unidad 096 a reporte de una fuga de gas en un tanke de 20 kilos en el tejar se procede a retirar del lugar para kitar riesgos y traerlo a base 24:49 retornan a base 

24:42 sale unidad 208 a reporte de una persona con fuerte dolor de estómago en la localidad de el nuevo Medellín los robles se llega al lugar y se procede a trasladar al hospital ISSSTE para su atención 02:22 retornan a base 

04:25 salen las unidades 072,096 y 208 a un reporte de incendio de casa habitación en lagos de puente moreno en el circuito Holanda sur se llega al lugar y se procede a apagar y controlar el fuego de igual manera se procede a enfriar y ventilar las actualizaciones solo se consumió un cuarto del domicilio se checaron a dos personas con crisis nerviosa y se dejaron recomendaciones 05:25 retornan a base las unidades",
139,2026-08-12 14:53:30,120363042493725288@g.us,128733256110143,"12/08/2026
Atención población de #Veracruz.
Próximas 24-48 horas.

🔴 Ambiente caluroso al mediodía y parte de la tarde; templado a fresco por las noches y madrugadas.
🔴 Probabilidad de lluvias y tormentas eléctricas aisladas con los máximos acumulados sobre cuencas del sur. Nieblas y neblinas eventuales. 
🔴 Viento dominante del Norte, Noreste, Este y Sureste de 20 a 35 km/h en costas. Variable con rachas en las zonas de tormentas.
🔴 Olas de 0.5 a 1.0  metros cerca de costas.

👉 En los próximos días se mantiene el pronóstico de lluvias y tormentas eléctricas aisladas con los máximos acumulados sobre montañas y cuencas del sur, generalizándose hacia el fin de semana. Además, se prevé poco cambio de la temperatura máxima",
139,2026-08-12 15:32:35,120363042493725288@g.us,60314259308792,"Oswaldo romero Lara 
12/08/2026
9:30am
Debilidad, palidez
Arboledas san Ramón 
Cerrania de cellal
Tienda de abarrotes
Veracruz 
Medellín de bravo",
139,2026-08-12 15:36:57,120363042493725288@g.us,136734830530561,Unidad 096 sale a asuntos administrativos,
139,2026-08-12 15:40:46,120363042493725288@g.us,194171226824727,Se rellena galón de diesel a la bomba pipa unidad 072,
139,2026-08-12 15:47:28,120363042493725288@g.us,214482211094536,Unidad 098 en el punto,AC05D94636C9C4B48C5818004C8D378A
139,2026-08-12 16:00:23,120363042493725288@g.us,136734830530561,Odómetro entrada en 58 unidad  096,
139,2026-08-12 16:06:56,120363042493725288@g.us,223488774266954,U098 en base,
139,2026-08-12 17:33:37,120363042493725288@g.us,136734830530561,096 procede a  asuntos administrativos,
139,2026-08-12 17:35:36,120363042493725288@g.us,214482211094536,Enterado en base,
139,2026-08-12 18:51:02,120363042493725288@g.us,Você,"*Reporte al 9-1-1 (PRELIMINAR)*
Fecha y Hora: *12/08/2026 12:37:31*
Asunto: *FUGA DE GAS EN CILINDRO*
Colonia: *ARBOLEDAS DE SAN MIGUEL*
Calle: *ISLETA 42*
Entre calles: *CALZADA SAN MIGUEL Y MAGUELLES41*
Referencia: *EN LA ESQUINA LOCALES ABANDONADOS*
Localidad: *MEDELLIN DE BRAVO*
Municipio: *MEDELLIN DE BRAVO*
*Ubicación:*https://www.google.com/maps/place/19.08411,-96.1788
*Resumen de evento*
     SOLICITANTE INDICA QUE SE ESTÀ SALIENDO EL GAS DE SU TANQUE",
139,2026-08-12 18:51:30,120363042493725288@g.us,170179606609930,Que acuda la 096,3EB0826D3E4E1205C522E2
139,2026-08-12 18:52:20,120363042493725288@g.us,214482211094536,Si director sale @265639449067682 con Carlos,3A6672AB9263C8818B57
139,2026-08-12 18:57:36,120363042493725288@g.us,265639449067682,Sale u072,
139,2026-08-12 19:18:42,120363042493725288@g.us,265639449067682,En el punto,3EB0826D3E4E1205C522E2
139,2026-08-12 19:23:40,120363042493725288@g.us,265639449067682,"Cecilia Quino campos 
#41 
Arboledas San Miguel calle Isleta",
139,2026-08-12 19:27:31,120363042493725288@g.us,265639449067682,U072 retorna a base,
139,2026-08-12 19:28:01,120363042493725288@g.us,214482211094536,Enterado gracias,
139,2026-08-12 20:09:20,120363042493725288@g.us,265639449067682,U072 se dirige a cambio de baterías,
139,2026-08-12 20:09:38,120363042493725288@g.us,265639449067682,A esa ubicación,ACDF283E4E403F0BC6734811995D2298
139,2026-08-12 20:15:16,120363042493725288@g.us,214482211094536,Enterado con precaución,
139,2026-08-12 21:24:50,120363042493725288@g.us,265639449067682,Unidad 072 retorna a base,
139,2026-08-12 21:27:04,120363042493725288@g.us,216359027896444,"Sale el compañero aurelio al traslado programado los días 
Lunes, Miércoles y Viernes a las 4pm a su hemodialisis",ACE24DA6FAA698483A35EBFF14556861
139,2026-08-12 21:27:52,120363042493725288@g.us,216359027896444,Posterior a ese apoyo se le pide que atienda el reporte ciudadano :,
139,2026-08-12 21:28:20,120363042493725288@g.us,Você,+52 229 356 6449,
139,2026-08-12 21:28:20,120363042493725288@g.us,Você,Reporte a atender sr Aurelio,
139,2026-08-12 21:37:34,120363042493725288@g.us,Você,"*Reporte al 9-1-1 (PRELIMINAR)*
Fecha y Hora: *12/08/2026 13:58:18*
Asunto: *FUGA DE GAS EN CILINDRO*
Colonia: *ARBOLEDAS SAN MIGUEL*
Calle: *LIMONES 22*
Entre calles: *ISLETA Y MANANTIAL*
Referencia: *A 4 CUADRAS DEL OXXO*
Localidad: *MEDELLIN DE BRAVO*
Municipio: *MEDELLIN DE BRAVO*
*Ubicación:*https://www.google.com/maps/place/19.084705559335,-96.179195950812
*Resumen de evento*
     SOLICITANTE REMEDIOS HERNÀNDEZ ROSAS, REPORTE FUGA DE GAS, TEL. 2721998657",
139,2026-08-12 21:37:43,120363042493725288@g.us,136734830530561,Procede 096 a laguna de laurel fracc San Ramón a valorar árbol según en riesgo,
139,2026-08-12 21:39:19,120363042493725288@g.us,136734830530561,Se cancela,AC9704A0DA44C3BC4F98CCA1E9C7229A
139,2026-08-12 21:39:30,120363042493725288@g.us,136734830530561,Se procede a servicio de fuga de gas,
139,2026-08-12 21:40:01,120363042493725288@g.us,214482211094536,Enterado gracias con precaución,
139,2026-08-12 22:01:05,120363042493725288@g.us,136734830530561,En el punto,
139,2026-08-12 22:10:40,120363042493725288@g.us,136734830530561,Retornando,
139,2026-08-12 22:24:10,120363042493725288@g.us,136734830530561,Odómetro de entrada unidad 096,
139,2026-08-12 22:28:36,120363042493725288@g.us,136734830530561,Mismo odómetro procede unidad 096 a laguna de laurel a checar árbol en supuesto riesgo,AC4AB936C312764726941B18EBE142A5
139,2026-08-12 22:49:59,120363042493725288@g.us,136734830530561,"Se valora el árbol y no hay abajo riesgo alguno ya que las raíces tiene cerca de 5 años que empezó a levantar la banqueta, se solicita el apoyo de parques y jardines para poda y la liberación de cables de internet y el alumbrado publico mpal el cual comentan está funcionando",
139,2026-08-12 22:50:20,120363042493725288@g.us,136734830530561,096 retorna a 58,
139,2026-08-12 22:50:36,120363042493725288@g.us,Você,Enterado en base,
139,2026-08-12 23:01:47,120363042493725288@g.us,136734830530561,"En 58 unidad 096, odómetro de entrada",
139,2026-08-12 23:06:03,120363042493725288@g.us,Você,Enterado en base,
139,2026-08-12 23:37:39,120363042493725288@g.us,170179606609930,Para que apoyen en la comandancia,
139,2026-08-12 23:37:45,120363042493725288@g.us,170179606609930,Un detenido,
139,2026-08-12 23:37:52,120363042493725288@g.us,170179606609930,En la policía municipal,
139,2026-08-12 23:37:57,120363042493725288@g.us,214482211094536,Enterado jefe,
139,2026-08-12 23:44:24,120363042493725288@g.us,214482211094536,Unidad 098 en el punto,
139,2026-08-12 23:47:43,120363042493725288@g.us,136734830530561,Se lleva la unidad 055 de servicios operativos uno de sus tanques vacíos para una actividad,
139,2026-08-13 01:01:27,120363042493725288@g.us,170179606609930,Enterado!,
139,2026-08-13 01:08:23,120363042493725288@g.us,170179606609930,Nos ayudan a compartir compañeros por favor,
139,2026-08-13 01:08:23,120363042493725288@g.us,170179606609930,https://www.facebook.com/share/p/1EJEkxDNBB/,
139,2026-08-13 01:41:46,120363042493725288@g.us,214482211094536,Enterado en base,
139,2026-08-13 02:03:58,120363042493725288@g.us,135450517885035,"lo del tanque vacio ,si, me lo pidio .",
139,2026-08-13 02:16:03,120363042493725288@g.us,213554649145471,Unidad 098 sale a intento de autolisis en el guasimal,
139,2026-08-13 02:16:49,120363042493725288@g.us,170179606609930,Ya se canalizó a ssp,
139,2026-08-13 02:31:50,120363042493725288@g.us,214482211094536,Unidad 098 en el punto,
139,2026-08-13 02:32:02,120363042493725288@g.us,194171226824727,Enterado base,
139,2026-08-13 02:43:22,120363042493725288@g.us,170179606609930,"Sipi, va la guardia",
139,2026-08-13 02:43:39,120363042493725288@g.us,214482211094536,Gracias jefe,
139,2026-08-13 03:09:44,120363042493725288@g.us,Você,Reportan culebra en esa ubicación,
139,2026-08-13 03:13:18,120363042493725288@g.us,214482211094536,Apóyame @194171226824727 y Carlos de favor en este tema,AC83BACCE10B3F3CFA9CE57CA27D7613
139,2026-08-13 03:14:22,120363042493725288@g.us,72104464666678,Unidad 096 en base,
139,2026-08-13 03:14:51,120363042493725288@g.us,Você,Estoy aquí en esta iglesia,
139,2026-08-13 03:15:23,120363042493725288@g.us,Você,La solicitante ya la tiene capturada está esperando la unidad,
139,2026-08-13 03:27:54,120363042493725288@g.us,265639449067682,Sale unidad u096 al servicio y procede a liberarla en su hábitat natural,
139,2026-08-13 03:32:49,120363042493725288@g.us,213554649145471,"Servicios periciales 
Al mando de franco cruz Alfredo + 1",
139,2026-08-13 03:33:36,120363042493725288@g.us,214482211094536,"Mando Policía Estatal:Víctor Hugo González De Los Santos 
Con 4 más de fuerza 
Unidad sp:4248",
139,2026-08-13 03:34:03,120363042493725288@g.us,170179606609930,Sabrán el nombre del fallecido,
139,2026-08-13 03:34:06,120363042493725288@g.us,170179606609930,Edad,
139,2026-08-13 03:38:34,120363042493725288@g.us,213554649145471,Dame un momento ahora te lo mando,
139,2026-08-13 03:39:47,120363042493725288@g.us,170179606609930,Yeyo me urge tu ubicación por GPS,
139,2026-08-13 03:39:56,120363042493725288@g.us,170179606609930,En tiempo real,
139,2026-08-13 03:40:08,120363042493725288@g.us,170179606609930,Gracias!,ACA7D1954A9F7BA6AEEE2989BDBD2F2C
139,2026-08-13 03:43:13,120363042493725288@g.us,170179606609930,Enterado!,AC55F19F90F716F1D702972D34AD8FA5
139,2026-08-13 03:44:12,120363042493725288@g.us,213554649145471,"*FECHA*  12/ 08/2026
*AMBULANCIA*  U-098
*OPERADOR* José Luis Prieto
*PARAMEDICO* Jorge Luna 
*TERCERO ABORDO*
Emily Janeth 
Yaiza Hernández 
*NOMBRE DEL PACIENTE* 
Noe De Jesús González Perez
*FECHA DE NACIMIENTO:* 
23/02/2008
*DIRECCIÓN DEL SERVICIO*  
Calle Jorge Obispo Hernández Lt8 Mz4/ col. Aquiles Córdova Morán/ 94270
*TIPO DE SERVICIO* 
Urgencia 
*T/A* 
*F/C* sin signos vitales 
*F/R*  
 *Spo2*  
 *TEMPERATURA* 
*GLUC/OPCIONAL* 
*EDAD* 18 años 
*ORIGINARIO (A)* Veracruz 
*DESCRIPCIÓN DE LO OCURRIDO*
Refiere familiar que al llegar a casa lo encontraron colgado 
Si especificar 
No agrega más datos. 
*DIAGNÓSTICO* 
Pb intento de autolisis + PB suicidio+ Probable Muerte por asfixia 
*HOSPITAL  DE TRASLADO* N/a
 *RECIBE* N/a
*CÓDIGO* negro 
*OBSERVACIONES* 
El cuerpo presenta signos post mortem 
Rigor mortis 
Livideses 
Sin signos vitales 
Se calcula que el cuerpo lleve colgado aproximadamente  de hora y media a dos horas.
*ANTECEDENTES PATOLOGICOS*
Portador de VIH SIDA 
*ANTECEDENTES  NO PATOLOGICOS*
Negados 
*ALERGIAS* negadas 

 *MEDICAMENTOS* 
 Negados 
*AUTORIDAD EN EL LUGAR* Mando Policía Estatal:Víctor Hugo González De Los Santos 
Con 4 más de fuerza 
Unidad sp:4248
Servicios periciales 
Al mando de franco cruz Alfredo + 1

*SEGURO* N/a
*DESPACHA* Agente Municipal de paso del toro  Daniel peña González",
139,2026-08-13 03:45:44,120363042493725288@g.us,170179606609930,Gracias Jorge,
139,2026-08-13 03:49:42,120363042493725288@g.us,135450517885035,Daniel ya,
139,2026-08-13 03:49:52,120363042493725288@g.us,135450517885035,se reporto Yeyo.,
139,2026-08-13 03:50:02,120363042493725288@g.us,265639449067682,U096 en base,
139,2026-08-13 03:50:05,120363042493725288@g.us,170179606609930,Ya licenciado,
139,2026-08-13 03:50:09,120363042493725288@g.us,170179606609930,Ya quedó el tema,
139,2026-08-13 03:50:31,120363042493725288@g.us,135450517885035,"ok ,estoy pendiente.",
139,2026-08-13 04:01:45,120363042493725288@g.us,170179606609930,Para que acuda la unidad al punto,AC35F25BDD75DF1D6A22541090B6D869
139,2026-08-13 04:01:56,120363042493725288@g.us,170179606609930,@214482211094536,
139,2026-08-13 04:07:18,120363042493725288@g.us,170179606609930,Enterado mando se canaliza,
139,2026-08-13 04:07:25,120363042493725288@g.us,170179606609930,Ya va ssp,
139,2026-08-13 04:07:39,120363042493725288@g.us,170179606609930,Al punto @214482211094536,
139,2026-08-13 04:12:22,120363042493725288@g.us,214482211094536,Enterado sale unidad 098 para el punto,
139,2026-08-13 04:15:28,120363042493725288@g.us,170179606609930,Va la comandancia de medellin compañero,
139,2026-08-13 04:21:10,120363042493725288@g.us,194171226824727,La unidad de La sep,
139,2026-08-13 04:21:10,120363042493725288@g.us,194171226824727,4465,
139,2026-08-13 04:30:26,120363042493725288@g.us,194171226824727,Enterado base,ACC21C66032A00915914BC8281890A82
139,2026-08-13 04:43:14,120363042493725288@g.us,194171226824727,Enterado base con precaución,AC65EE47426F4C93FBC5059E10F79ED6
139,2026-08-13 05:20:44,120363042493725288@g.us,214482211094536,Unidad 098 en HG boca del río en espera de equipo,
139,2026-08-13 05:49:05,120363042493725288@g.us,72104464666678,Salida de unidad 096 retirar al mismo domicilio,
139,2026-08-13 06:00:49,120363042493725288@g.us,213554649145471,En espera de cama en el HG de boca del rio,
139,2026-08-13 06:44:16,120363042493725288@g.us,213554649145471,Unidad 098 en base,
139,2026-08-13 06:44:22,120363042493725288@g.us,213554649145471,En breve datos,
139,2026-08-13 07:13:07,120363042493725288@g.us,213554649145471,"*FECHA*  12/ 08/2026
*AMBULANCIA*  U-098
*OPERADOR* José Luis Prieto
*PARAMEDICO* Jorge Luna 
*TERCERO ABORDO*
Emily Janeth 
Yaiza Hernández 
*NOMBRE DEL PACIENTE* 
Se desconoce 
*FECHA DE NACIMIENTO:* 
Se desconoce 
*DIRECCIÓN DEL SERVICIO*  
Localidad la joya 
*TIPO DE SERVICIO* 
Urgencia 
*T/A* 100/70 
*F/C* 55
*F/R*  18
 *Spo2*  95
 *TEMPERATURA* 35.7
*GLUC/OPCIONAL* 
*EDAD* 
*ORIGINARIO (A)* 
Se desconoce 
*DESCRIPCIÓN DE LO OCURRIDO*
Se encuentra al ciudadano tirado sobre el camino según el reporte de C5  al arribo de la escena se encuentra en posición decúbito supino con Glasgow de 8 
*DIAGNÓSTICO* 
Pb intoxicación por benzodiacepinas 
*HOSPITAL  DE TRASLADO* N/a
 *RECIBE* Dr. Sánchez 
*CÓDIGO* Martillo 
*OBSERVACIONES* 
Responde a estímulo doloroso,
Fc menor a 60 
1 periodo de apnea durante el traslado 
Intervalos de 2 minutos 
Pupilas mioticas no reactivas 
*ANTECEDENTES PATOLOGICOS*
Se desconoce 
*ANTECEDENTES  NO PATOLOGICOS*
Se desconoce 
*ALERGIAS* se desconoce 

 *MEDICAMENTOS* 
 Se desconoce 
*AUTORIDAD EN EL LUGAR* 
Mando Policía Estatal :Raúl Hernández Cortes 
Con 2 más de fuerza  en la unidad 
Sp-4465
*SEGURO* N/a
*DESPACHA* Dirección de protección civil de medellín",
141,2026-08-12 15:44:13,170179606609930@lid,Você,"Dirección: Calz San Ramón, San Ramon, 94274 Fraccionamiento Arboledas San Ramón, Ver.
Teléfono: 229 955 4774",
141,2026-08-12 15:53:02,170179606609930@lid,170179606609930,Que es,3EB0DA434F25C40CE30688
141,2026-08-12 16:09:34,170179606609930@lid,Você,REQUISITOS PARAMEDICO:,
141,2026-08-12 16:09:44,170179606609930@lid,Você,CREDENCIAL ELECTOR,
141,2026-08-12 16:09:47,170179606609930@lid,Você,ACTA DE NACIMIENTO,
141,2026-08-12 16:09:49,170179606609930@lid,Você,CURP,
141,2026-08-12 16:09:54,170179606609930@lid,Você,COMPROBANTE DE DOMICILIO,
141,2026-08-12 16:10:11,170179606609930@lid,Você,CONSTANCIA DE SITUACION FISCAL ACTUALIZADA,
141,2026-08-12 16:10:43,170179606609930@lid,Você,CARATULA DE BBVA DONDE SE VEA EL NUM DE CUENTA,
141,2026-08-12 16:12:46,170179606609930@lid,Você,DOCUMENTOS QUE AVALEN SUS CERTIFICACIONES,
143,2026-08-12 17:56:43,59326483923076@lid,Você,Pc,
143,2026-08-12 18:01:59,59326483923076@lid,59326483923076,"Laguna de laurel 33
Frac. Arboledas San Ramón 

Nayvi Susana Decena González",
143,2026-08-12 18:09:23,59326483923076@lid,59326483923076,Tiene costo ?,
143,2026-08-12 18:21:19,59326483923076@lid,Você,NINGUNO DE NUESTRSO SERVICIOS TIENE COSTO,
143,2026-08-12 18:22:01,59326483923076@lid,59326483923076,Quedó pendiente de su respuesta,
143,2026-08-12 18:26:40,59326483923076@lid,Você,le voy a proporcionar el num de parques y jardines,
143,2026-08-12 18:26:57,59326483923076@lid,Você,el arbol no se observa inclinado o con pendiente de caerse,
143,2026-08-12 18:27:00,59326483923076@lid,Você,es con parques y jardines,
143,2026-08-12 18:27:20,59326483923076@lid,59326483923076,Sí está inclinado hacia la calle,3EB0BDA317EB7A25191C30
143,2026-08-12 18:28:02,59326483923076@lid,Você,2294832172,
143,2026-08-12 18:28:15,59326483923076@lid,Você,es el num del jefe de parques y jardines,
143,2026-08-12 18:43:02,59326483923076@lid,Você,me puedes compartir la ubicacion de google,
143,2026-08-12 18:43:09,59326483923076@lid,Você,para que pase ahorita un compañero a checar de rapido,
143,2026-08-12 18:47:19,59326483923076@lid,59326483923076,Acabo de salir,3EB03ABEF44C1EEE3CD316
143,2026-08-12 18:48:15,59326483923076@lid,59326483923076,Pero es en la última calle pegada a la barda de campestre a la altura del Domo entre las dos glorietas,
143,2026-08-12 18:48:48,59326483923076@lid,59326483923076,https://maps.app.goo.gl/AJ5tPqdod7DQH1Nh9?g_st=aw,
143,2026-08-12 18:49:16,59326483923076@lid,Você,oki,
143,2026-08-12 18:49:27,59326483923076@lid,59326483923076,Pero ya le mandé la ubicación,
143,2026-08-12 18:49:58,59326483923076@lid,Você,paseme su nombre por favor,
